id;cliente_id;valor;data
8435;671;-2.0;2021-12-31 11:05:22 -0300
8434;671;-2.0;2021-12-31 11:03:06 -0300
8433;671;-2.0;2021-12-31 11:02:17 -0300
8432;671;-25.0;2021-12-31 10:35:58 -0300
8430;671;-10.0;2021-12-31 08:32:23 -0300
8429;671;-300.0;2021-12-31 06:26:08 -0300
8428;370;-5.0;2021-12-31 03:38:28 -0300
8427;370;-2.0;2021-12-31 03:11:08 -0300
8426;370;-3.0;2021-12-31 02:44:45 -0300
8425;671;-10.0;2021-12-30 20:11:29 -0300
8424;671;-50.0;2021-12-30 13:12:28 -0300
8423;370;-2.0;2021-12-30 08:30:03 -0300
8422;370;-3.0;2021-12-29 23:16:05 -0300
8421;671;-33.0;2021-12-29 13:03:03 -0300
8419;431;-50.0;2021-12-29 10:33:28 -0300
8418;671;-50.0;2021-12-29 10:18:44 -0300
8417;671;-25.0;2021-12-29 06:54:40 -0300
8416;671;-50.0;2021-12-28 17:48:13 -0300
8415;671;-3.0;2021-12-28 12:58:31 -0300
8414;671;-25.0;2021-12-28 08:24:59 -0300
8413;671;-100.0;2021-12-28 07:05:06 -0300
8412;671;-30.0;2021-12-28 06:39:29 -0300
8411;671;-50.0;2021-12-27 18:02:06 -0300
8410;671;-20.0;2021-12-26 13:31:08 -0300
8409;671;-70.0;2021-12-24 11:20:57 -0300
8408;671;-20.0;2021-12-24 08:51:33 -0300
8407;671;-10.0;2021-12-23 12:46:12 -0300
8406;671;-100.0;2021-12-23 10:03:41 -0300
8405;671;-10.0;2021-12-22 18:48:56 -0300
8404;671;-50.0;2021-12-22 15:57:45 -0300
8402;671;-300.0;2021-12-22 13:54:47 -0300
8401;671;-3.0;2021-12-22 12:59:14 -0300
8400;671;-10.0;2021-12-22 12:56:11 -0300
8399;671;-20.0;2021-12-22 12:44:40 -0300
8398;671;-5.0;2021-12-22 12:33:00 -0300
8397;671;-8.0;2021-12-22 10:34:32 -0300
8396;671;-20.0;2021-12-22 10:30:49 -0300
8395;671;-50.0;2021-12-22 10:19:34 -0300
8394;671;-30.0;2021-12-22 06:45:00 -0300
8393;671;-100.0;2021-12-22 06:19:59 -0300
8392;671;-10.0;2021-12-21 18:52:27 -0300
8391;671;-100.0;2021-12-21 16:41:46 -0300
8390;671;-100.0;2021-12-21 15:54:29 -0300
8389;671;-20.0;2021-12-21 13:12:47 -0300
8388;671;-20.0;2021-12-21 13:11:32 -0300
8387;671;-2.0;2021-12-21 12:55:12 -0300
8386;671;-2.0;2021-12-21 12:54:44 -0300
8385;671;-2.0;2021-12-21 12:54:05 -0300
8384;671;-2.0;2021-12-21 12:53:21 -0300
8383;671;-10.0;2021-12-21 12:26:25 -0300
8382;671;-20.0;2021-12-21 09:38:55 -0300
8381;671;-50.0;2021-12-20 16:04:48 -0300
8380;671;-100.0;2021-12-20 13:50:16 -0300
8378;671;-10.0;2021-12-19 19:49:18 -0300
8377;671;-20.0;2021-12-19 10:27:29 -0300
8376;671;-100.0;2021-12-19 09:01:52 -0300
8375;671;-30.0;2021-12-18 20:14:24 -0300
8374;671;-20.0;2021-12-18 16:20:24 -0300
8373;671;-50.0;2021-12-18 12:07:03 -0300
8371;671;-10.0;2021-12-18 09:34:15 -0300
8370;671;-200.0;2021-12-18 08:53:54 -0300
8369;671;-10.0;2021-12-17 20:19:45 -0300
8368;370;-3.0;2021-12-17 16:48:02 -0300
8367;671;-20.0;2021-12-17 15:47:24 -0300
8334;671;-2.0;2021-12-17 12:31:38 -0300
8332;671;-50.0;2021-12-17 07:55:02 -0300
8331;671;-20.0;2021-12-17 07:51:20 -0300
8330;671;-10.0;2021-12-16 18:30:44 -0300
8329;370;-2.0;2021-12-16 14:39:49 -0300
8328;671;-5.0;2021-12-16 12:44:18 -0300
8327;671;-200.0;2021-12-16 12:36:16 -0300
8326;671;-2.0;2021-12-16 12:33:39 -0300
8325;671;-2.0;2021-12-16 12:33:00 -0300
8324;671;-20.0;2021-12-16 08:19:02 -0300
8323;370;-3.0;2021-12-15 22:08:41 -0300
8322;671;-10.0;2021-12-15 18:10:14 -0300
8321;671;-2.0;2021-12-15 12:53:46 -0300
8320;671;-2.0;2021-12-15 12:52:44 -0300
8319;671;-2.0;2021-12-15 12:44:14 -0300
8318;671;-2.0;2021-12-15 12:43:09 -0300
8317;671;-10.0;2021-12-15 12:22:55 -0300
8316;370;-2.0;2021-12-15 10:39:11 -0300
8315;671;-10.0;2021-12-15 07:02:31 -0300
8314;671;-50.0;2021-12-15 07:01:51 -0300
8313;671;-10.0;2021-12-14 20:05:03 -0300
8312;370;-3.0;2021-12-14 15:49:56 -0300
8311;370;-2.0;2021-12-14 15:19:22 -0300
8310;671;-3.0;2021-12-14 13:58:28 -0300
8309;671;-2.0;2021-12-14 13:52:06 -0300
8308;671;-2.0;2021-12-14 13:51:30 -0300
8307;671;-2.0;2021-12-14 12:33:45 -0300
8306;671;-50.0;2021-12-14 12:23:30 -0300
8305;370;-3.0;2021-12-14 09:54:12 -0300
8304;370;-2.0;2021-12-14 09:35:02 -0300
8303;671;-20.0;2021-12-14 09:11:28 -0300
8302;671;-10.0;2021-12-14 09:10:37 -0300
8301;671;-10.0;2021-12-13 19:58:16 -0300
8300;671;-20.0;2021-12-13 18:21:24 -0300
8299;671;-10.0;2021-12-13 17:58:43 -0300
8298;671;-10.0;2021-12-13 16:24:47 -0300
8297;671;-2.0;2021-12-13 14:56:54 -0300
8296;671;-100.0;2021-12-13 14:49:15 -0300
8295;671;-5.0;2021-12-13 14:37:50 -0300
8294;671;-5.0;2021-12-13 14:34:42 -0300
8293;671;-5.0;2021-12-13 14:32:09 -0300
8292;671;-10.0;2021-12-13 13:11:20 -0300
8291;370;-3.0;2021-12-13 03:50:46 -0300
8290;370;-7.0;2021-12-13 03:46:27 -0300
8289;671;-25.0;2021-12-12 20:09:26 -0300
8288;671;-10.0;2021-12-12 19:49:06 -0300
8287;671;-10.0;2021-12-12 19:43:09 -0300
8286;671;-3.0;2021-12-12 18:25:32 -0300
8285;671;-50.0;2021-12-12 18:16:00 -0300
8284;671;-3.0;2021-12-12 14:43:11 -0300
8283;671;-10.0;2021-12-12 14:40:04 -0300
8281;671;-23.0;2021-12-12 13:22:53 -0300
8280;671;-50.0;2021-12-12 13:07:22 -0300
8279;370;-2.0;2021-12-12 12:28:49 -0300
8278;671;-10.0;2021-12-12 12:19:53 -0300
8277;671;-10.0;2021-12-12 12:15:29 -0300
8276;671;-100.0;2021-12-12 10:51:58 -0300
8275;671;-20.0;2021-12-12 10:48:24 -0300
8274;671;-30.0;2021-12-11 20:17:43 -0300
8273;671;-10.0;2021-12-11 18:44:56 -0300
8272;671;-20.0;2021-12-11 16:02:50 -0300
8271;671;-10.0;2021-12-11 11:06:57 -0300
8270;671;-20.0;2021-12-11 10:51:10 -0300
8269;671;-25.0;2021-12-11 08:59:57 -0300
8268;370;-3.0;2021-12-11 07:35:36 -0300
8267;671;-20.0;2021-12-11 07:26:41 -0300
8266;370;-2.0;2021-12-11 03:07:38 -0300
8265;370;-3.0;2021-12-11 01:43:04 -0300
8264;671;-5.0;2021-12-10 22:07:19 -0300
8263;671;-5.0;2021-12-10 19:25:52 -0300
8262;671;-2.0;2021-12-10 18:30:11 -0300
8261;671;-20.0;2021-12-10 18:14:34 -0300
8260;671;-2.0;2021-12-10 12:46:27 -0300
8259;671;-20.0;2021-12-10 12:40:04 -0300
8258;671;-10.0;2021-12-10 12:08:58 -0300
8257;671;-13.0;2021-12-10 09:11:33 -0300
8256;671;-2.0;2021-12-09 21:18:58 -0300
8255;671;-10.0;2021-12-09 21:15:09 -0300
8254;671;-10.0;2021-12-09 21:01:33 -0300
8253;671;-15.0;2021-12-09 20:53:03 -0300
8252;671;-3.0;2021-12-09 20:32:24 -0300
8251;671;-2.0;2021-12-09 20:30:13 -0300
8250;671;-20.0;2021-12-09 20:00:58 -0300
8249;671;-5.0;2021-12-09 19:57:32 -0300
8248;671;-5.0;2021-12-09 19:54:31 -0300
8247;671;-5.0;2021-12-09 19:52:11 -0300
8246;671;-5.0;2021-12-09 19:49:33 -0300
8245;671;-10.0;2021-12-09 19:37:41 -0300
8244;671;-20.0;2021-12-09 18:43:35 -0300
8243;671;-50.0;2021-12-09 18:42:58 -0300
8242;671;-2.0;2021-12-09 16:53:24 -0300
8241;671;-3.0;2021-12-09 16:44:22 -0300
8240;671;-2.0;2021-12-09 16:43:46 -0300
8239;671;-2.0;2021-12-09 15:28:25 -0300
8238;671;-2.0;2021-12-09 14:24:21 -0300
8237;671;-5.0;2021-12-09 14:21:46 -0300
8236;671;-5.0;2021-12-09 14:17:56 -0300
8235;671;-5.0;2021-12-09 14:17:32 -0300
8234;671;-2.0;2021-12-09 14:15:38 -0300
8233;671;-2.0;2021-12-09 14:01:03 -0300
8232;671;-10.0;2021-12-09 13:04:42 -0300
8231;671;-50.0;2021-12-09 12:56:38 -0300
8230;671;-2.0;2021-12-09 12:53:11 -0300
8229;671;-2.0;2021-12-09 12:49:40 -0300
8228;671;-2.0;2021-12-09 12:46:52 -0300
8227;671;-2.0;2021-12-09 12:41:21 -0300
8226;671;-10.0;2021-12-09 12:40:23 -0300
8225;671;-2.0;2021-12-09 12:36:50 -0300
8224;671;-2.0;2021-12-09 12:27:45 -0300
8223;671;-2.0;2021-12-09 12:26:36 -0300
8222;671;-10.0;2021-12-09 09:57:56 -0300
8221;671;-50.0;2021-12-09 09:54:38 -0300
8220;671;-10.0;2021-12-09 09:49:46 -0300
8219;671;-3.0;2021-12-09 09:42:04 -0300
8218;671;-2.0;2021-12-09 09:41:24 -0300
8217;671;-5.0;2021-12-09 09:03:07 -0300
8216;671;-5.0;2021-12-09 08:58:05 -0300
8215;370;-2.0;2021-12-09 08:53:02 -0300
8214;370;-3.0;2021-12-09 08:44:50 -0300
8213;370;-3.0;2021-12-09 08:15:44 -0300
8212;671;-10.0;2021-12-08 20:18:11 -0300
8211;671;-10.0;2021-12-08 20:11:52 -0300
8210;671;-1.0;2021-12-08 16:49:12 -0300
8209;671;-3.0;2021-12-08 16:48:14 -0300
8208;671;-10.0;2021-12-08 16:46:39 -0300
8207;671;-10.0;2021-12-08 16:45:01 -0300
8206;671;-50.0;2021-12-08 16:43:21 -0300
8205;671;-10.0;2021-12-08 16:40:00 -0300
8204;671;-10.0;2021-12-08 16:34:43 -0300
8203;370;-2.0;2021-12-08 15:23:16 -0300
8202;671;-100.0;2021-12-08 13:55:36 -0300
8200;671;-100.0;2021-12-08 13:08:24 -0300
8199;671;-2.0;2021-12-08 12:31:40 -0300
8198;671;-25.0;2021-12-08 12:29:07 -0300
8197;671;-100.0;2021-12-08 12:20:57 -0300
8195;431;-50.0;2021-12-08 10:44:31 -0300
8193;671;-10.0;2021-12-07 16:33:21 -0300
8192;671;-30.0;2021-12-07 16:31:11 -0300
8191;671;-5.0;2021-12-07 16:30:06 -0300
8190;671;-20.0;2021-12-07 16:21:31 -0300
8189;671;-1.0;2021-12-07 16:10:46 -0300
8188;671;-50.0;2021-12-07 13:18:55 -0300
8187;671;-2.0;2021-12-07 13:12:06 -0300
8186;671;-20.0;2021-12-07 13:01:02 -0300
8185;671;-2.0;2021-12-07 12:29:13 -0300
8184;671;-10.0;2021-12-06 20:15:52 -0300
8183;671;-1.0;2021-12-06 19:59:04 -0300
8182;671;-3.0;2021-12-06 19:58:11 -0300
8181;671;-3.0;2021-12-06 19:20:27 -0300
8180;671;-5.0;2021-12-06 18:27:18 -0300
8179;671;-5.0;2021-12-06 18:26:32 -0300
8178;671;-2.0;2021-12-06 16:50:42 -0300
8177;671;-4.0;2021-12-06 16:47:56 -0300
8176;671;-3.0;2021-12-06 15:45:29 -0300
8175;671;-20.0;2021-12-06 12:58:55 -0300
8174;671;-100.0;2021-12-06 07:22:06 -0300
8173;671;-5.0;2021-12-05 21:53:26 -0300
8172;671;-10.0;2021-12-05 20:47:34 -0300
8171;671;-1.0;2021-12-05 19:29:31 -0300
8170;671;-25.0;2021-12-05 18:56:30 -0300
8169;671;-5.0;2021-12-05 18:52:52 -0300
8168;671;-60.0;2021-12-05 18:51:21 -0300
8167;671;-5.0;2021-12-05 18:46:11 -0300
8166;671;-50.0;2021-12-05 18:37:31 -0300
8165;671;-2.0;2021-12-05 18:31:04 -0300
8164;671;-2.0;2021-12-05 18:29:14 -0300
8163;671;-2.0;2021-12-05 18:27:56 -0300
8162;671;-3.0;2021-12-05 18:01:50 -0300
8161;671;-10.0;2021-12-05 17:58:11 -0300
8160;671;-2.0;2021-12-05 17:56:23 -0300
8159;671;-50.0;2021-12-05 17:55:07 -0300
8158;671;-100.0;2021-12-05 17:50:16 -0300
8157;671;-2.0;2021-12-05 15:56:15 -0300
8156;671;-5.0;2021-12-05 15:53:11 -0300
8155;671;-10.0;2021-12-05 15:51:21 -0300
8154;671;-2.0;2021-12-05 15:49:20 -0300
8153;671;-5.0;2021-12-05 15:47:37 -0300
8152;671;-150.0;2021-12-05 15:45:24 -0300
8151;671;-2.0;2021-12-05 15:43:42 -0300
8149;671;-2.0;2021-12-05 15:41:37 -0300
8148;671;-10.0;2021-12-05 15:40:40 -0300
8147;671;-20.0;2021-12-05 14:30:15 -0300
8146;671;-5.0;2021-12-05 10:48:52 -0300
8145;671;-10.0;2021-12-05 10:36:55 -0300
8144;671;-10.0;2021-12-05 10:34:03 -0300
8142;671;-50.0;2021-12-05 10:22:42 -0300
8141;671;-28.0;2021-12-05 10:01:11 -0300
8140;671;-100.0;2021-12-05 09:56:36 -0300
8139;671;-20.0;2021-12-05 09:38:03 -0300
8138;671;-20.0;2021-12-04 18:43:28 -0300
8137;671;-2.0;2021-12-04 12:15:31 -0300
8136;671;-50.0;2021-12-04 09:50:09 -0300
8135;671;-20.0;2021-12-04 09:41:54 -0300
8133;671;-2.0;2021-12-03 19:01:24 -0300
8132;671;-100.0;2021-12-03 18:59:09 -0300
8131;671;-50.0;2021-12-03 17:36:55 -0300
8130;671;-3.0;2021-12-03 15:24:50 -0300
8129;671;-20.0;2021-12-03 13:46:27 -0300
8128;671;-2.0;2021-12-03 13:44:29 -0300
8127;671;-10.0;2021-12-03 13:40:33 -0300
8126;671;-10.0;2021-12-03 13:36:55 -0300
8125;671;-10.0;2021-12-03 12:55:20 -0300
8123;671;-83.0;2021-12-03 12:44:13 -0300
8122;671;-80.0;2021-12-03 12:42:24 -0300
8121;671;-5.0;2021-12-03 12:29:43 -0300
8120;671;-40.0;2021-12-03 12:25:16 -0300
8119;671;-100.0;2021-12-03 12:24:45 -0300
8118;671;-10.0;2021-12-02 17:08:21 -0300
8117;671;-2.0;2021-12-02 13:23:38 -0300
8116;671;-20.0;2021-12-02 12:54:53 -0300
8115;671;-2.0;2021-12-02 12:44:06 -0300
8114;671;-25.0;2021-12-02 12:38:41 -0300
8113;671;-10.0;2021-12-01 21:48:31 -0300
8112;671;-3.0;2021-12-01 19:39:02 -0300
8111;671;-20.0;2021-12-01 16:42:40 -0300
8110;671;-1.0;2021-12-01 15:51:36 -0300
8109;671;-20.0;2021-12-01 13:08:49 -0300
8108;671;-16.0;2021-12-01 12:57:52 -0300
8107;671;-10.0;2021-12-01 12:19:43 -0300
8106;431;-10.0;2021-12-01 09:43:55 -0300
8105;671;-30.0;2021-12-01 06:24:15 -0300
8104;671;-10.0;2021-11-30 20:46:44 -0300
8103;671;-5.0;2021-11-30 16:48:03 -0300
8102;671;-5.0;2021-11-30 16:43:29 -0300
8101;671;-5.0;2021-11-30 16:40:06 -0300
8100;671;-10.0;2021-11-30 16:13:55 -0300
8099;671;-10.0;2021-11-30 14:49:48 -0300
8098;671;-100.0;2021-11-30 14:39:57 -0300
8097;671;-10.0;2021-11-30 13:19:04 -0300
8094;671;-1.0;2021-11-30 13:00:11 -0300
8093;671;-2.0;2021-11-30 12:57:29 -0300
8092;671;-2.0;2021-11-30 12:56:43 -0300
8091;671;-2.0;2021-11-30 12:34:55 -0300
8090;671;-20.0;2021-11-30 07:06:22 -0300
8088;671;-20.0;2021-11-30 06:35:56 -0300
8087;671;-10.0;2021-11-29 15:42:36 -0300
8086;671;-10.0;2021-11-29 13:15:14 -0300
8085;671;-10.0;2021-11-29 12:29:20 -0300
8084;671;-5.0;2021-11-29 09:14:53 -0300
8082;671;-50.0;2021-11-29 07:48:23 -0300
8081;671;-20.0;2021-11-29 07:47:37 -0300
8080;671;-5.0;2021-11-28 21:02:17 -0300
8079;671;-10.0;2021-11-28 20:59:40 -0300
8078;702;-2.0;2021-11-28 20:37:23 -0300
8077;671;-10.0;2021-11-28 19:40:36 -0300
8076;671;-10.0;2021-11-28 19:39:54 -0300
8075;671;-10.0;2021-11-28 19:25:19 -0300
8074;702;-2.0;2021-11-28 17:46:30 -0300
8073;671;-10.0;2021-11-28 17:13:50 -0300
8072;671;-50.0;2021-11-28 15:59:15 -0300
8071;671;-100.0;2021-11-28 15:58:33 -0300
8070;671;-3.0;2021-11-28 15:26:22 -0300
8069;671;-3.0;2021-11-28 14:33:37 -0300
8068;671;-10.0;2021-11-28 14:02:10 -0300
8067;671;-50.0;2021-11-28 13:23:00 -0300
8066;671;-1.0;2021-11-28 13:20:34 -0300
8065;671;-1.0;2021-11-28 13:14:11 -0300
8064;702;-2.0;2021-11-28 12:35:46 -0300
8063;702;-2.0;2021-11-28 12:32:58 -0300
8062;702;-2.0;2021-11-28 12:27:39 -0300
8061;671;-5.0;2021-11-28 12:11:41 -0300
8060;671;-10.0;2021-11-28 12:04:13 -0300
8059;671;-10.0;2021-11-28 12:00:02 -0300
8058;671;-20.0;2021-11-28 11:58:38 -0300
8057;671;-20.0;2021-11-28 11:47:00 -0300
8056;671;-1.0;2021-11-27 21:55:22 -0300
8055;671;-20.0;2021-11-27 19:01:21 -0300
8054;671;-50.0;2021-11-27 18:58:21 -0300
8053;702;-2.0;2021-11-27 17:09:17 -0300
8052;702;-2.0;2021-11-27 17:07:47 -0300
8051;671;-10.0;2021-11-27 16:17:51 -0300
8050;671;-2.0;2021-11-27 15:21:20 -0300
8049;671;-5.0;2021-11-27 15:19:33 -0300
8048;671;-5.0;2021-11-27 15:16:34 -0300
8047;671;-10.0;2021-11-27 15:13:31 -0300
8046;671;-5.0;2021-11-27 15:12:19 -0300
8045;671;-20.0;2021-11-27 15:09:12 -0300
8044;671;-10.0;2021-11-27 15:07:15 -0300
8043;702;-2.0;2021-11-27 14:29:33 -0300
8042;702;-2.0;2021-11-27 14:26:30 -0300
8041;702;-2.0;2021-11-27 14:25:33 -0300
8039;671;-10.0;2021-11-27 13:59:27 -0300
8038;671;-2.0;2021-11-27 07:11:51 -0300
8037;671;-10.0;2021-11-27 07:07:31 -0300
8036;671;-1.0;2021-11-26 21:18:28 -0300
8035;671;-2.0;2021-11-26 19:31:45 -0300
8034;671;-10.0;2021-11-26 19:28:03 -0300
8033;370;-5.0;2021-11-26 07:56:55 -0300
8032;671;-40.0;2021-11-25 22:51:14 -0300
8031;671;-10.0;2021-11-25 22:47:43 -0300
8030;671;-10.0;2021-11-25 20:26:21 -0300
8029;671;-30.0;2021-11-25 17:20:49 -0300
8028;671;-50.0;2021-11-25 16:42:16 -0300
8027;671;-10.0;2021-11-25 13:32:35 -0300
8026;671;-10.0;2021-11-25 13:30:23 -0300
8025;671;-50.0;2021-11-25 12:57:53 -0300
8024;671;-50.0;2021-11-25 12:57:15 -0300
8023;671;-10.0;2021-11-25 12:37:00 -0300
8021;671;-60.0;2021-11-25 06:58:08 -0300
8020;671;-10.0;2021-11-24 21:23:06 -0300
8019;671;-30.0;2021-11-24 21:20:57 -0300
8017;671;-2.0;2021-11-24 21:12:22 -0300
8016;671;-30.0;2021-11-24 21:07:58 -0300
8014;671;-20.0;2021-11-24 20:17:17 -0300
8013;370;-5.0;2021-11-24 20:11:19 -0300
8012;370;-3.0;2021-11-24 16:59:21 -0300
8011;370;-2.0;2021-11-24 16:47:32 -0300
8010;671;-100.0;2021-11-24 16:19:01 -0300
8009;370;-5.0;2021-11-24 13:54:56 -0300
8008;671;-10.0;2021-11-24 12:36:05 -0300
8007;74;-10.0;2021-11-24 12:25:49 -0300
8006;671;-2.0;2021-11-24 12:25:20 -0300
8005;671;-2.0;2021-11-24 12:21:01 -0300
8004;671;-2.0;2021-11-24 12:19:41 -0300
8003;370;-3.0;2021-11-24 10:27:41 -0300
8002;370;-2.0;2021-11-24 10:22:41 -0300
8001;671;-20.0;2021-11-24 07:03:31 -0300
8000;671;-10.0;2021-11-24 06:48:56 -0300
7999;671;-2.0;2021-11-24 06:40:39 -0300
7998;671;-2.0;2021-11-24 06:35:42 -0300
7997;671;-20.0;2021-11-23 20:57:59 -0300
7996;671;-5.0;2021-11-23 16:39:58 -0300
7995;671;-2.0;2021-11-23 12:56:57 -0300
7994;671;-20.0;2021-11-23 12:30:29 -0300
7993;671;-20.0;2021-11-23 12:26:31 -0300
7992;737;-5.0;2021-11-23 09:59:10 -0300
7991;671;-20.0;2021-11-23 07:12:51 -0300
7990;671;-2.0;2021-11-23 07:03:08 -0300
7989;370;-2.0;2021-11-22 22:08:47 -0300
7988;370;-3.0;2021-11-22 21:54:34 -0300
7987;671;-2.0;2021-11-22 20:58:42 -0300
7986;671;-10.0;2021-11-22 20:56:01 -0300
7985;671;-20.0;2021-11-22 20:54:22 -0300
7984;671;-2.0;2021-11-22 17:48:09 -0300
7983;370;-3.0;2021-11-22 15:22:59 -0300
7982;370;-2.0;2021-11-22 15:19:05 -0300
